,timestamp,CPU,ELB,Network
0,2014-04-10 00:04:00,0.9012345679012346,0.14198473282442747,0.0008695956093784046
1,2014-04-10 00:09:00,0.9382716049382716,0.08396946564885496,0.012913731653469502
2,2014-04-10 00:14:00,0.9135802469135802,0.28396946564885495,0.0010154782118535273
3,2014-04-10 00:19:00,0.9259259259259259,0.1435114503816794,0.000817781457987467
4,2014-04-10 00:24:00,0.9259259259259259,0.07633587786259542,0.0008460815567391438
5,2014-04-10 00:29:00,0.9135802469135802,0.013740458015267175,0.0007983026991292628
6,2014-04-10 00:34:00,0.9506172839506173,0.0732824427480916,0.000886544659293985
7,2014-04-10 00:39:00,0.9506172839506173,0.11908396946564885,0.0008384189867484216
8,2014-04-10 00:44:00,0.9382716049382716,0.035114503816793895,0.0019416291368024325
9,2014-04-10 00:49:00,0.9135802469135802,0.1099236641221374,0.0009480981901140248
10,2014-04-10 00:54:00,0.9382716049382716,0.06717557251908397,0.0008624308208247794
11,2014-04-10 00:59:00,0.9135802469135802,0.012213740458015267,0.012907325777598663
12,2014-04-10 01:04:00,0.9382716049382716,0.04885496183206107,0.0009879003042032126
13,2014-04-10 01:09:00,0.9135802469135802,0.01984732824427481,0.013028915013873169
14,2014-04-10 01:14:00,0.9012345679012346,0.08549618320610687,0.0007533718041676906
15,2014-04-10 01:19:00,0.8518518518518519,0.21068702290076335,0.0008325680147746753
16,2014-04-10 01:24:00,0.8888888888888888,0.030534351145038167,0.0007482675043495897
17,2014-04-10 01:29:00,0.9012345679012346,0.07022900763358779,0.0008569225836110015
18,2014-04-10 01:34:00,0.8888888888888888,0.18778625954198475,0.0007544938524890158
19,2014-04-10 01:39:00,0.9259259259259259,0.050381679389312976,0.0008519162080100345
20,2014-04-10 01:44:00,0.8765432098765432,0.1099236641221374,0.0007599531275942267
21,2014-04-10 01:49:00,0.8888888888888888,0.007633587786259542,0.0007554526937817845
22,2014-04-10 01:54:00,0.8888888888888888,0.17404580152671756,0.0008222696512727675
23,2014-04-10 01:59:00,0.9012345679012346,0.01984732824427481,0.012986277177662814
24,2014-04-10 02:04:00,0.8888888888888888,0.030534351145038167,0.0008041618314544369
25,2014-04-10 02:09:00,0.8765432098765432,0.13740458015267176,0.012910834728712626
26,2014-04-10 02:14:00,0.8888888888888888,0.08244274809160305,0.0008391942201340644
27,2014-04-10 02:19:00,0.8888888888888888,0.1282442748091603,0.0007883429902116095
28,2014-04-10 02:24:00,0.9259259259259259,0.15419847328244274,0.00086880813546562
29,2014-04-10 02:29:00,0.9259259259259259,0.1801526717557252,0.0007378018536434117
30,2014-04-10 02:34:00,0.9259259259259259,0.21068702290076335,0.0008263008648781102
31,2014-04-10 02:39:00,0.9259259259259259,0.10381679389312977,0.0007394420842804033
